cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,date_activ_day,date_activ_month,date_activ_year,date_end_day,date_end_month,date_end_year,date_modif_prod_day,date_modif_prod_month,date_modif_prod_year,date_renewal_day,date_renewal_month,date_renewal_year,churn
4599,0,983,701.99,983,0.0,16.03,0.142649,0.0,44.31137796,141.28,34.68,34.68,1,66.2,6,13.856,4,5,2010,6,2,2016,16,12,2015,9,2,2015,0
28084,11,2598,1852.61,1420,0.0,131.76,0.117486,0.100597,40.606701,138.57,29.64,29.64,2,235.19,4,19.8,9,1,2012,9,1,2017,15,12,2015,10,1,2016,0
12736,24723,870,1309.35,870,0.0,131.05,0.1152369999999999,0.100123,40.606701,85.1,5.19,5.19,2,150.99,7,16.5,3,11,2008,3,11,2016,24,5,2015,4,11,2015,0
10313,0,856,879.28,856,0.0,145.36,0.115174,0.098837,40.606701,80.84,23.4,23.4,1,101.39,5,20.785,11,8,2010,11,8,2016,11,8,2010,13,8,2015,1
31799,0,3872,4670.15,3872,0.0,15.31,0.143166,0.0,44.31137796,560.37,21.81,21.81,1,431.17,4,13.15,21,5,2012,21,5,2016,31,10,2013,4,6,2015,0
47,0,0,4.87,0,0.0,131.35,0.114481,0.098142,40.606701,0.0,36.21,36.21,1,78.33,5,20.0,12,5,2011,12,5,2016,16,9,2013,13,5,2015,0
3435,0,333,513.55,333,0.0,18.32,0.142649,0.0,44.31137796,47.78,37.56,37.56,1,53.75,3,15.0,28,1,2013,28,1,2016,18,11,2015,9,2,2015,0
3576,0,0,540.29,0,0.0,19.29,0.145541,0.0,44.31137796,0.0,33.12,33.12,1,58.23,6,13.2,1,2,2010,1,2,2016,16,12,2015,9,2,2015,0
8105,0,0,1217.94,0,0.0,17.28,0.1457109999999999,0.0,44.31137796,0.0,14.64,14.64,1,132.02,6,10.392,6,7,2010,5,7,2016,6,7,2010,8,7,2015,0
328222,0,27183,2999.39,1857,0.0,29.48,0.143166,0.0,44.31137796,266.7,22.95,22.95,1,255.21,4,13.856,24,5,2012,24,5,2016,24,5,2012,1,6,2015,0
18906,0,1635,1873.44,1635,0.0,144.68,0.1152369999999999,0.100123,40.606701,159.93,3.72,3.72,1,224.22,6,19.8,6,11,2009,6,11,2016,6,11,2009,9,11,2015,0
22734,0,407,65.45,0,0.0,19.5,0.1457109999999999,0.0,44.31137796,0.0,22.52,22.52,1,6.23,5,13.85,1,6,2011,1,6,2016,1,6,2011,8,6,2015,0
2616,0,0,298.17,0,0.0,15.18,0.16695,0.089695,44.31137796,0.0,22.52,22.52,1,33.48,5,13.856,21,6,2011,21,6,2016,21,6,2011,23,6,2015,0
13953,0,2255,1542.0,2255,0.0,41.15,0.165793,0.0885389999999999,44.31137796,266.99,7.32,7.32,1,189.09,3,13.856,16,4,2013,7,11,2016,1,11,2014,9,11,2015,0
27623,0,0,4094.23,0,0.0,10.35,0.1124599999999999,0.097346,40.606701,0.0,15.0,15.0,1,488.75,6,15.001,21,10,2009,29,10,2016,26,10,2015,5,1,2015,0
174108,251156,11179,1966.76,0,0.0,15.98,0.143166,0.0,44.31137796,0.0,24.9,24.9,3,175.81,3,15.0,7,5,2013,7,5,2016,7,5,2013,11,5,2015,0
20732,0,1,3081.26,1,0.0,6.52,0.143801,0.0,44.31137796,0.14,25.68,25.68,1,318.98,5,11.4,11,2,2011,11,2,2016,11,2,2011,12,2,2015,1
43652,0,2677,4596.16,2677,30.0,140.95,0.157877,0.135732,41.1052014,342.34,64.44,64.44,1,1987.83,3,18.41,27,2,2013,27,2,2016,13,11,2015,9,3,2015,0
19244,0,1430,1939.12,1430,0.0,130.43,0.1157609999999999,0.099419,40.606701,141.56,18.66,18.66,1,242.52,3,15.5,3,4,2013,3,4,2016,14,4,2015,4,4,2015,0
0,1167,0,0.0,0,0.0,146.99,0.1169,0.1000149999999999,40.606701,0.0,48.24,48.24,4,21.31,4,19.3,2,2,2012,2,2,2016,2,2,2012,3,2,2015,0
9554,183321,797,1394.09,797,0.0,21.38,0.141491,0.0,44.31137796,113.6,33.12,33.12,2,116.65,6,13.2,28,9,2009,2,2,2016,15,12,2015,3,2,2015,0
20871,0,0,1967.13,0,0.0,16.34,0.16088,0.082981,44.31137796,0.0,32.64,32.64,1,222.57,6,14.49,1,2,2010,1,2,2016,16,12,2015,2,2,2015,0
5807,0,0,845.14,0,0.0,16.89,0.140621,0.0,44.31137796,0.0,12.36,12.36,1,66.79,4,10.39,27,3,2012,21,8,2016,21,8,2013,24,8,2015,0
30878,0,0,2673.28,0,0.0,132.43,0.115174,0.098837,40.606701,0.0,22.04,22.04,1,395.02,6,24.0,16,6,2010,16,6,2016,4,6,2014,22,6,2015,0
8807,0,0,1304.7,0,0.0,17.28,0.147506,0.0,45.30837756,0.0,20.56,20.56,1,146.0,3,13.856,18,10,2012,18,10,2016,18,10,2012,19,10,2015,0
29817,532681,3127,2854.13,3127,0.0,132.87,0.114202,0.099086,40.606701,284.69,1.2,1.2,2,333.84,4,26.4,1,12,2011,1,12,2016,16,11,2015,3,12,2015,0
18149,0,0,2637.86,0,0.0,7.01,0.1402769999999999,0.0,44.31137796,0.0,13.52,13.52,1,208.9,5,10.7,7,7,2011,7,7,2016,23,5,2015,9,7,2015,0
47543,0,3967,4393.58,3967,0.0,147.02,0.111125,0.094787,40.606701,366.82,26.4,26.4,1,441.53,3,26.4,17,8,2012,17,8,2016,6,11,2013,18,8,2015,1
5094,0,515,548.22,515,0.0,145.73,0.1157609999999999,0.099419,40.606701,53.59,69.04,69.04,1,67.82,3,43.64,19,6,2013,19,6,2016,22,5,2015,23,6,2015,1
23134,0,1585,3406.73,1585,0.0,9.45,0.143166,0.0,44.31137796,228.56,19.28,19.28,1,259.7,4,13.2,4,6,2012,4,6,2016,4,6,2012,23,6,2015,0
1743025,0,106161,5970.64,6184,0.0,131.02,0.114481,0.098142,40.606701,556.85,8.510000000000009,8.510000000000009,1,723.69,6,17.83,1,7,2010,1,7,2016,1,7,2010,4,7,2015,0
5008,0,0,757.55,0,0.0,6.45,0.147506,0.0,45.30837756,0.0,14.1,14.1,1,84.58,4,11.0,4,11,2011,4,11,2016,4,11,2011,5,11,2015,0
413,0,0,40.02,0,0.0,108.06,0.1152369999999999,0.100123,41.27136420000001,0.0,148.56,148.56,1,6.82,6,59.5,24,12,2009,24,12,2016,16,4,2014,26,12,2015,0
37348,1202507,5432,2866.96,3485,24.0,16.28,0.182936,0.0,46.30537836,646.82,28.82,28.82,2,169.26,4,14.0,13,8,2011,9,12,2016,9,12,2014,10,12,2015,0
11343,0,2152,1678.66,2152,0.0,18.32,0.144902,0.0,44.31137796,315.06,7.02,7.02,1,140.0,3,15.0,18,10,2012,12,11,2016,12,11,2014,13,11,2015,0
6599,0,326,231.48,326,0.0,131.38,0.120372,0.103487,40.606701,32.51,37.39,37.39,3,34.15,5,16.5,16,3,2011,16,3,2016,16,3,2011,17,3,2015,0
953085,0,68400,1240.83,934,0.0,131.76,0.1169099999999999,0.100572,40.606701,93.26,41.2,41.2,1,150.66,6,33.0,7,6,2010,7,6,2016,7,6,2010,10,6,2015,0
8090,23808,416,748.28,416,0.0,18.41,0.14398,0.0,44.31137796,60.55,16.92,16.92,3,65.0,6,10.39,10,6,2010,10,6,2016,29,4,2015,14,6,2015,0
3951,0,0,395.43,0,0.0,106.89,0.115174,0.098837,40.606701,0.0,48.59,48.59,1,51.78,5,35.91,5,7,2011,5,7,2016,4,3,2015,8,7,2015,0
524,0,74,85.57,74,0.0,44.09,0.161747,0.08449,44.31137796,12.12,13.4,13.4,1,12.31,5,13.856,4,9,2010,4,9,2016,12,7,2015,5,9,2015,1
40545,12647,0,5173.4,0,0.0,15.88,0.1640579999999999,0.086163,44.31137796,0.0,27.88,27.88,3,360.38,5,15.0,5,4,2011,7,11,2016,7,11,2013,9,11,2015,0
18289,0,0,2716.52,0,0.0,0.0,0.144058,0.0,44.31137796,0.0,3.54,3.54,1,268.74,4,13.15,2,12,2011,2,12,2016,1,11,2015,3,12,2015,0
13824,0,2597,1597.99,2155,0.0,6.94,0.141259,0.0,44.31137796,307.67,27.14,27.14,1,137.7,7,13.2,9,3,2009,9,3,2016,5,2,2015,10,3,2015,0
14734,0,1114,2233.35,1114,0.0,6.88,0.145789,0.0,44.31137796,164.61,4.83,4.83,1,199.14,5,10.35,4,11,2010,4,11,2016,27,6,2014,5,11,2015,0
12585,0,0,1851.65,0,0.0,0.0,0.142065,0.0,44.31137796,0.0,28.45,28.45,1,154.4,5,13.856,5,5,2011,13,3,2016,5,5,2011,16,3,2015,0
78376,0,17002,4490.66,10449,0.0,144.03,0.115174,0.098837,40.606701,1057.58,14.46,14.46,2,460.78,6,23.1,1,8,2009,1,8,2016,1,8,2009,2,8,2015,0
1392,0,453,165.91,453,0.0,16.07,0.162461,0.083816,46.30537836,53.44,21.09,21.09,1,10.47,6,10.392,19,11,2009,19,11,2016,20,9,2015,20,11,2015,0
19380,1103,1543,2850.91,1543,0.0,13.86,0.143166,0.0,44.31137796,223.31,15.96,15.96,2,237.79,4,15.0,8,8,2011,8,8,2016,8,8,2011,9,8,2015,0
19407,10542,2647,1347.33,1944,0.0,145.63,0.11634,0.099998,40.606701,187.97,39.6,39.6,1,161.15,4,19.8,4,6,2012,4,6,2016,22,5,2015,14,6,2015,1
3748,0,644,443.93,518,0.0,16.47,0.141434,0.0,44.31137796,74.17,12.3,12.3,1,36.28,6,10.35,13,8,2009,13,8,2016,17,6,2015,16,8,2015,0
19362,0,2253,1940.66,2253,0.0,131.76,0.1169,0.1000149999999999,40.606701,221.6,39.6,39.6,1,194.96,5,26.4,13,1,2011,14,2,2016,13,1,2011,16,2,2015,0
2052,0,0,305.62,0,0.0,15.93,0.144902,0.0,44.31137796,0.0,14.64,14.64,1,30.03,4,10.392,16,7,2012,16,7,2016,16,7,2012,17,7,2015,0
5339,0,1489,783.22,1489,0.0,16.26,0.142822,0.0,44.31137796,215.46,14.64,14.64,1,50.42,5,10.392,26,7,2011,26,7,2016,23,5,2015,27,7,2015,0
7488,0,0,1132.49,0,0.0,19.48,0.1443839999999999,0.0,44.31137796,0.0,26.04,26.04,1,117.19,6,10.392,25,1,2010,25,1,2017,16,11,2015,26,1,2016,0
12462,0,0,1524.38,0,0.0,38.77,0.1640569999999999,0.0868029999999999,44.31137796,0.0,9.2,9.2,1,105.57,6,13.85,3,10,2009,3,10,2016,3,10,2009,4,10,2015,1
31704,0,4694,1878.01,2029,0.0,16.74,0.143801,0.0,44.31137796,287.8,21.23,21.23,2,166.07,7,10.35,6,3,2009,6,3,2016,5,2,2015,9,3,2015,0
2339,0,227,227.88,227,0.0,131.77,0.114604,0.098262,40.606701,21.8,22.44,22.44,1,25.55,6,19.953,7,8,2009,7,8,2016,10,7,2015,9,8,2015,0
10015,0,0,2988.74,0,0.0,7.45,0.1620329999999999,0.084138,44.31137796,216.1,25.7,25.7,1,210.7,3,13.856,20,4,2013,20,4,2016,20,4,2013,21,4,2015,0
8756,631,1203,883.22,1203,0.0,0.34,0.165793,0.0885389999999999,44.31137796,126.26,9.96000000000001,9.96000000000001,2,104.21,6,11.5,1,9,2009,1,9,2016,1,9,2009,2,9,2015,0
1370,0,13,206.64,13,0.0,17.61,0.147506,0.0,46.30537836,1.93,25.88,25.88,1,25.2,5,13.15,27,12,2010,27,12,2016,27,12,2010,28,12,2015,0
811,0,137,120.85,137,0.0,14.56,0.144038,0.0,46.30537836,19.78,24.62,24.62,1,11.13,6,12.5,29,12,2009,29,12,2016,1,11,2015,30,12,2015,0
18223,3765,369,1209.88,0,0.0,18.52,0.146694,0.0,44.31137796,0.0,31.64,31.64,3,123.08,4,13.856,17,3,2012,17,3,2016,17,3,2012,18,3,2015,0
10142,0,842,1056.56,842,0.0,129.73,0.120372,0.103487,40.606701,85.93,39.96,39.96,1,124.69,6,20.0,18,2,2010,18,2,2016,18,2,2010,22,2,2015,0
2005,0,92,302.98,92,0.0,20.36,0.146694,0.0,44.31137796,13.61,33.12,33.12,1,29.71,4,13.2,2,4,2012,2,4,2016,2,4,2012,4,4,2015,1
38117,8424,4049,3832.49,4049,0.0,83.64,0.1165089999999999,0.101397,40.606701,399.28,6.21,6.21,2,511.71,3,32.909,26,11,2012,26,11,2016,26,5,2015,27,11,2015,0
20025,5873,2841,2718.22,2841,0.0,9.73,0.144149,0.0,44.31137796,412.95,29.76,29.76,2,264.97,6,13.2,12,1,2010,12,1,2017,13,11,2014,17,1,2016,0
18764,27268,972,1001.42,0,0.0,0.0,0.1457109999999999,0.0,44.31137796,0.0,25.56,25.56,5,119.29,5,13.856,9,5,2011,9,5,2016,23,4,2014,14,5,2015,0
3263,0,294,320.4,294,0.0,0.0,0.115174,0.098837,40.606701,29.01,34.84,34.84,1,31.32,5,22.0,20,6,2011,20,6,2016,20,6,2011,23,6,2015,0
41828,0,5101,6164.01,5101,0.0,21.76,0.143166,0.0,44.31137796,738.82,16.66,16.66,1,449.45,5,13.2,15,7,2011,15,7,2016,15,7,2011,16,7,2015,0
59381,0,0,574.59,0,0.0,63.19,0.146348,0.0,45.80687796,0.0,24.2,24.2,1,54.39,6,13.856,14,10,2009,14,10,2016,14,10,2009,15,10,2015,0
84327,0,0,8527.71,0,0.0,44.58,0.115744,0.098858,40.606701,0.0,110.76,110.76,1,792.96,4,111.0,7,2,2012,7,2,2016,16,9,2013,9,2,2015,0
4794,0,0,544.3,0,0.0,15.87,0.161747,0.08449,44.31137796,0.0,13.4,13.4,2,39.63,6,13.856,9,9,2009,9,9,2016,12,7,2015,10,9,2015,0
4406520,1337056,507598,8830.77,19441,0.0,17.14,0.165022,0.08638,44.31137796,2164.22,3.68,3.68,2,693.78,5,13.8,2,12,2010,2,12,2016,2,12,2010,3,12,2015,0
12072,0,0,1517.73,0,22.0,112.79,0.162388,0.100124,44.31137796,0.0,28.45,28.45,1,35.65,4,13.856,14,2,2012,6,3,2016,4,3,2015,3,2,2014,0
3330,0,0,495.04,0,0.0,16.95,0.14398,0.0,44.31137796,0.0,19.2,19.2,1,49.35,4,10.39,24,5,2012,24,5,2016,14,4,2015,31,5,2015,0
21125,0,0,2363.19,0,0.0,16.55,0.1640579999999999,0.086163,44.31137796,0.0,27.14,27.14,1,189.37,6,13.2,13,11,2009,21,3,2016,13,11,2009,23,3,2015,0
12243,0,0,1215.22,0,0.0,120.78,0.115174,0.098837,40.606701,0.0,17.55,17.55,1,148.57,6,16.5,21,8,2009,21,8,2016,21,8,2009,22,8,2015,0
24100,0,2277,1386.91,535,0.0,16.25,0.144039,0.0,45.30837756,77.66,15.0,15.0,1,118.55,4,13.164,5,12,2011,5,12,2016,1,11,2015,6,12,2015,0
14794,0,0,2188.23,0,0.0,19.21,0.142819,0.0,44.31137796,0.0,9.2,9.2,1,167.38,6,13.856,9,10,2009,9,10,2016,9,10,2009,11,10,2015,0
1532234,0,131412,1590.92,1790,0.0,18.22,0.1169099999999999,0.100572,40.606701,184.79,11.37,11.37,1,183.83,5,16.5,2,9,2010,2,9,2016,2,9,2010,3,9,2015,0
24777,0,1719,1218.48,749,0.0,13.69,0.1457109999999999,0.0,44.31137796,109.68,24.24,24.24,1,122.52,6,13.15,27,5,2010,27,5,2016,27,5,2010,23,6,2015,0
12994,0,0,1525.64,0,0.0,39.02,0.163291,0.084645,44.31137796,0.0,5.13,5.13,1,86.48,3,11.0,8,11,2012,8,11,2016,20,9,2015,9,11,2015,0
1027653,187348,49966,6068.05,8097,0.0,0.0,0.142174,0.0,44.44470996,1162.89,0.12,0.12,2,409.43,5,15.0,10,2,2011,1,7,2016,10,2,2011,4,7,2015,0
37932,0,5930,5513.89,5930,0.0,16.57,0.142321,0.0,44.31137796,853.15,6.45,6.45,1,424.33,4,13.856,4,4,2012,21,11,2016,20,9,2015,22,11,2015,0
8454,0,1327,955.97,1327,0.0,16.04,0.165793,0.0885389999999999,44.31137796,165.78,10.03,10.03,1,97.89,6,10.35,11,9,2009,11,9,2016,11,9,2009,12,9,2015,0
5010,0,545,512.62,545,0.0,144.14,0.115174,0.098837,40.606701,52.23,42.48,42.48,1,55.09,6,17.0,9,6,2010,9,6,2016,9,6,2010,14,6,2015,1
43901,298897,3305,2821.8,0,0.0,117.52,0.111186,0.096074,40.606701,0.0,13.4,13.4,1,289.11,3,40.0,25,4,2013,23,10,2016,24,11,2015,6,5,2015,0
8740,0,871,1286.79,871,0.0,16.61,0.143459,0.0,45.30837756,125.37,19.56,19.56,1,120.26,7,13.856,27,5,2009,30,10,2016,30,10,2015,26,5,2014,0
1743025,0,106161,3485.91,3525,0.0,16.12,0.1646369999999999,0.087381,44.31137796,396.36,20.12,20.12,1,304.41,6,13.8,23,6,2010,23,6,2016,23,6,2010,26,6,2015,0
8377,153840,1073,877.4,1073,0.0,131.76,0.1169,0.1000149999999999,40.606701,110.63,37.39,37.39,2,94.95,6,16.5,11,1,2010,10,3,2016,11,1,2010,11,3,2015,0
67749,22205,6916,6877.84,6916,0.0,131.38,0.114481,0.098142,40.606701,686.7,5.43,5.43,2,679.1,3,20.0,4,9,2012,3,9,2016,24,5,2015,4,9,2015,0
1513,795,0,129.42,0,0.0,16.14,0.1457109999999999,0.0,44.31137796,0.0,16.92,16.92,3,12.15,5,10.392,24,6,2011,24,6,2016,24,6,2011,26,6,2015,0
9454,0,0,726.48,0,0.0,16.58,0.1457109999999999,0.0,44.31137796,0.0,13.4,13.4,1,70.59,4,13.856,9,9,2011,9,9,2016,9,9,2011,10,9,2015,0
3143,0,664,472.16,664,0.0,15.95,0.1457109999999999,0.0,44.31137796,97.95,28.6,28.6,1,47.89,4,13.856,25,4,2012,24,4,2016,25,4,2012,26,4,2015,0
5398,0,0,810.67,0,0.0,17.49,0.146694,0.0,44.31137796,0.0,30.22,30.22,1,78.83,6,13.2,12,1,2010,9,3,2016,12,1,2010,10,3,2015,0
9229,0,0,1388.83,0,0.0,16.68,0.1457109999999999,0.0,44.31137796,0.0,14.64,14.64,1,140.39,5,10.392,27,7,2011,27,7,2016,27,7,2011,28,7,2015,0
52777,0,4444,2290.46,0,0.0,136.03,0.1640569999999999,0.0868029999999999,44.31137796,0.0,15.1,15.1,1,266.03,6,12.0,21,7,2010,21,7,2016,21,7,2010,31,7,2015,0
37791,0,760,1301.04,760,0.0,132.15,0.115174,0.098837,40.606701,74.48,28.74,28.74,1,142.82,6,20.0,11,5,2010,11,5,2016,11,5,2010,12,5,2015,0
7065,0,458,442.25,458,0.0,144.43,0.1169,0.1000149999999999,40.606701,43.69,43.32,43.32,1,47.77,5,17.320999999999998,8,2,2011,8,2,2016,13,6,2014,9,2,2015,0
2492,0,0,376.47,0,0.0,18.42,0.141666,0.0,44.31137796,0.0,13.56,13.56,1,44.61,4,11.4,18,8,2011,18,8,2016,17,6,2015,19,8,2015,0
12945,0,488,335.45,0,0.0,18.26,0.144902,0.0,44.31137796,0.0,13.4,13.4,1,30.09,6,13.856,25,9,2009,25,9,2016,25,9,2009,27,9,2015,0
36876,50283,2994,3786.99,2994,0.0,131.76,0.1152369999999999,0.100123,40.606701,300.18,5.52,5.52,2,404.12,6,16.5,19,10,2009,19,10,2016,24,5,2015,20,10,2015,0
11372,0,1263,1190.67,1263,0.0,147.74,0.115174,0.098837,40.606701,127.68,17.34,17.34,1,126.66,5,19.8,13,8,2010,13,8,2016,13,8,2010,15,8,2015,1
26146,0,2930,2631.59,2930,0.0,131.08,0.114604,0.098262,40.606701,289.97,7.33,7.33,1,289.62,6,15.2,7,9,2009,7,9,2016,26,8,2015,8,9,2015,0
3942,0,412,397.0,412,0.0,143.56,0.1152369999999999,0.100123,41.1052014,40.76,32.96,32.96,1,43.32,4,19.8,26,10,2011,25,10,2016,26,10,2011,28,10,2015,0
6566,8601,353,698.82,353,0.0,131.85,0.1169099999999999,0.100572,40.606701,37.3,29.85,29.85,4,83.29,6,16.5,12,5,2010,12,5,2016,23,4,2014,14,5,2015,0
2044,0,201,307.92,201,0.0,18.31,0.147506,0.0,46.30537836,29.96,30.36,30.36,1,31.69,4,15.0,14,11,2011,14,11,2016,14,11,2011,15,11,2015,0
59912,0,3272,4070.64,3272,0.0,144.42,0.1169099999999999,0.100572,40.606701,316.53,23.88,23.88,1,505.01,4,19.8,24,4,2012,24,4,2016,5,11,2013,26,4,2015,0
158466,0,8630,1747.0,0,0.0,19.5,0.1458839999999999,0.0,44.31137796,0.0,33.84,33.84,1,150.72,6,15.0,15,2,2010,15,2,2016,15,2,2010,16,2,2015,0
15153,0,0,1667.64,0,0.0,15.94,0.159144,0.081246,44.31137796,0.0,29.76,29.76,1,168.13,5,13.2,24,2,2011,24,2,2016,16,12,2015,25,2,2015,0
1999,193,0,302.27,0,0.0,15.93,0.146694,0.0,44.31137796,0.0,26.04,26.04,1,32.52,6,10.392,19,1,2010,18,2,2016,19,1,2010,20,2,2015,0
8609,55674,713,897.33,713,0.0,129.37,0.1169099999999999,0.100572,40.606701,71.98,37.54,37.54,3,112.18,4,27.713,17,7,2012,17,7,2016,24,5,2015,19,7,2015,0
44201,164984,4076,610.68,594,0.0,131.76,0.120372,0.103487,40.606701,60.18,34.23,34.23,2,74.1,6,15.1,11,3,2010,11,3,2016,11,3,2010,13,3,2015,0
5421,0,0,227.83,0,0.0,0.0,0.16695,0.089695,44.31137796,0.0,13.4,13.4,1,23.67,4,13.856,5,9,2011,5,9,2016,5,9,2011,6,9,2015,0
32386,0,0,235.81,0,0.0,14.54,0.144902,0.0,44.31137796,0.0,10.08,10.08,1,23.59,3,10.392,24,8,2012,2,9,2016,2,9,2014,3,9,2015,1
3463,0,0,524.0,0,0.0,16.14,0.146694,0.0,44.31137796,0.0,21.48,21.48,1,54.14,4,10.392,12,4,2012,12,4,2016,12,4,2012,13,4,2015,0
7658,0,0,223.47,0,0.0,17.97,0.142881,0.0,46.30537836,0.0,21.64,21.64,1,18.03,6,10.39,16,10,2009,16,10,2016,26,8,2015,17,10,2015,0
4682,12837,0,848.2,0,0.0,20.13,0.144902,0.0,44.31137796,0.0,12.82,12.82,4,61.49,3,13.2,21,8,2012,3,9,2016,3,9,2014,4,9,2015,0
22264,0,3218,788.99,677,0.0,15.91,0.141434,0.0,44.31137796,97.02,13.4,13.4,2,62.54,3,13.856,15,8,2012,2,9,2016,11,7,2015,3,9,2015,0
9014,0,0,1310.64,0,0.0,17.28,0.141434,0.0,44.31137796,0.0,10.08,10.08,1,105.87,3,10.392,5,9,2012,5,9,2016,11,7,2015,6,9,2015,0
45142,20905,13263,6634.2,13263,0.0,18.07,0.143166,0.0,44.31137796,1920.19,13.32,13.32,3,564.77,3,12.5,24,8,2012,24,8,2016,31,10,2013,25,8,2015,0
0,0,0,0.0,0,0.0,0.0,0.1168829999999999,0.100009,40.606701,0.0,137.4,137.4,1,0.0,4,55.0,1,2,2012,1,2,2016,1,2,2012,2,2,2015,1
20296,0,1072,2153.53,1072,0.0,133.3,0.1152369999999999,0.100123,40.606701,108.59,1.06,1.06,1,263.2,8,23.1,1,12,2007,1,12,2016,24,5,2015,3,12,2015,0
20424,0,1945,2103.25,1945,0.0,33.54,0.1152369999999999,0.100123,40.606701,203.18,9.48,9.48,1,188.63,11,19.8,24,9,2004,24,9,2016,24,5,2015,25,9,2015,0
6372,0,396,954.53,396,0.0,49.81,0.1457109999999999,0.0,44.31137796,57.9,11.24,11.24,1,89.44,6,15.0,3,2,2010,5,10,2016,10,10,2013,11,10,2015,0
5721,0,0,270.79,0,0.0,16.3,0.144038,0.0,46.30537836,0.0,27.28,27.28,1,22.11,6,13.856,1,12,2009,1,12,2016,1,11,2015,2,12,2015,0
2337,0,0,348.92,0,0.0,15.15,0.144038,0.0,46.31137836,0.0,24.72,24.72,1,35.14,6,12.5,29,12,2009,29,12,2016,1,11,2015,30,12,2015,0
18497,0,1524,1874.32,1524,0.0,56.27,0.1169,0.1000149999999999,40.606701,153.85,36.36,36.36,1,185.92,5,24.25,1,3,2011,27,2,2016,1,3,2011,9,3,2015,1
389933,0,23772,8122.64,0,0.0,37.66,0.1620329999999999,0.084138,44.31137796,0.0,29.76,29.76,1,645.28,6,13.2,8,2,2010,8,2,2016,8,2,2010,9,2,2015,0
963288,0,54281,2630.87,2620,0.0,16.11,0.1646369999999999,0.087381,44.31137796,308.08,20.12,20.12,1,225.14,6,13.8,7,6,2010,7,6,2016,7,6,2010,14,6,2015,1
9974,0,0,1493.15,0,0.0,16.31,0.143459,0.0,45.30837756,0.0,11.4,11.4,1,116.45,4,10.392,22,12,2011,21,12,2016,30,10,2015,23,12,2015,0
9803,0,0,775.32,0,0.0,15.35,0.141666,0.0,44.31137796,0.0,10.08,10.08,1,65.9,3,10.392,6,9,2012,6,9,2016,12,7,2015,7,9,2015,0
4536,0,0,679.17,0,0.0,16.56,0.1457109999999999,0.0,44.31137796,0.0,7.8,7.8,1,74.83,4,10.392,13,2,2012,5,10,2016,3,12,2013,11,10,2015,0
1243,0,0,185.47,0,0.0,63.67,0.146688,0.0,44.31137796,0.0,34.68,34.68,1,24.65,6,13.856,26,2,2010,26,2,2016,26,2,2010,27,2,2015,0
11447,15726,337,1155.1,0,0.0,124.43,0.142649,0.0,44.31137796,0.0,33.12,33.12,3,139.23,6,13.2,21,2,2010,21,2,2016,17,12,2015,23,2,2015,0
2288838,0,237044,1622.27,1638,0.0,131.04,0.115174,0.098837,40.606701,159.28,9.48,9.48,1,175.15,4,19.8,6,9,2011,5,9,2016,6,9,2011,6,9,2015,0
3199,0,0,232.29,0,0.0,16.79,0.147506,0.0,46.30537836,0.0,26.04,26.04,1,24.09,5,10.392,2,11,2010,2,11,2016,2,11,2010,4,11,2015,1
62222,0,3992,6541.48,3936,0.0,359.25,0.113323,0.096984,40.606701,394.64,43.44,43.44,1,582.13,6,55.0,31,7,2010,1,4,2016,31,7,2010,2,4,2015,0
4735,0,677,709.64,677,0.0,18.37,0.1457109999999999,0.0,44.31137796,99.77,19.48,19.48,1,74.32,6,12.0,1,6,2010,1,6,2016,1,6,2010,14,6,2015,0
12382,0,0,1257.87,0,0.0,16.22,0.164775,0.086131,45.30837756,0.0,11.38,11.38,1,87.86,6,10.35,18,9,2009,10,12,2016,1,11,2015,11,12,2015,0
54667,0,5170,5552.39,5170,0.0,129.72,0.118068,0.101178,40.606701,512.81,33.0,33.0,1,578.5,5,33.13,5,1,2011,5,1,2017,24,5,2015,6,1,2016,1
638737,0,36217,1444.81,2846,0.0,16.41,0.1458839999999999,0.0,44.31137796,418.34,31.2,31.2,1,131.16,6,13.856,5,2,2010,9,2,2016,5,2,2010,11,2,2015,0
4485,0,782,663.9,782,0.0,18.37,0.144902,0.0,44.31137796,114.42,7.38,7.38,1,58.93,3,13.943,26,10,2012,12,11,2016,12,11,2014,13,11,2015,0
95149,58727,6825,5568.81,5480,0.0,144.77,0.1169,0.1000149999999999,40.606701,535.13,49.8,49.8,3,583.92,5,49.9,16,2,2011,16,2,2016,5,11,2013,18,2,2015,0
1240756,0,123925,2986.43,3869,0.0,131.79,0.115174,0.098837,40.606701,350.01,15.9,15.9,1,386.54,7,15.001,29,5,2009,17,5,2016,29,5,2009,23,5,2015,0
37688,29285,2920,2779.98,1454,0.0,17.06,0.142819,0.0,44.31137796,210.39,14.7,14.7,2,207.85,8,13.856,23,8,2007,23,8,2016,23,8,2007,24,8,2015,0
16615,0,2368,630.48,980,0.0,13.73,0.16695,0.089695,44.31137796,135.39,18.62,18.62,1,56.65,6,13.2,3,7,2010,2,7,2016,3,7,2010,4,7,2015,0
